OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,B00001e1,Total_Poverty_Status,Poverty_Under_5,Poverty_5to99,Poverty_1to124,Poverty_125to149,Poverty_150to184,Poverty_185to199,Poverty_over2,POV_UNDER_1,Means_Transport,Transport_Car_Total,Transport_Car_Drove_Alone,Transport_Carpooled,Transport_Carpooled_2p,Transport_Carpooled_3p,Transport_Carpooled_4p,Transport_Carpooled_5to6p,Transport_Carpooled_7p,Transport_Public_Trans_Total,Transport_PT_Bus,Transport_PT_Trolley,Transport_PT_Subway,Transport_PT_Railroad,Transport_PT_Ferry,Transport_Taxi,Transport_Motorcycle,Transport_Bicycle,Transport_Walked,Transport_Other,Transport_Worked_at_Home,Employment_Status_Total,Emp_Labor_Force_Total,Emp_Civilian_Labor_Force_Total,Emp_Civilian_Labor_Force_EMPLO,Emp_Civilian_Labor_Force_UNEMP,Emp_Labor_Force_Armed_Forces,Emp_Status_Force_Not_in_Labor_,Median_Household_Income,Race_Total,Race_White,Race_Black,Race_American_Indian_Alaskan,Race_Asian,Race_Native_Hawaiian_Pacific,Race_Other,Race_2_or_more,Race_2_or_more_inc_other,Race_2_or_more_ex_other,Vacant_Housing_Units,Shape__Area,Shape__Length
745,29,183,311601,1,2.91833E+11,Block Group 1,G5030,S,4805686,0,38.8290042,-90.6844607,15000US291833116011,301,5694,62,112,334,188,280,9,4709,174,2984,2869,2681,188,161,25,0,0,2,0,0,0,0,0,0,0,0,0,14,47,54,4368,3161,3161,3028,133,0,1207,65455,5721,5147,360,46,32,0,0,136,0,136,24,0.000498532,0.116383054
746,29,183,311712,2,2.91833E+11,Block Group 2,G5030,S,3260428,0,38.7975321,-90.7161533,15000US291833117122,270,3071,124,97,19,68,94,129,2540,221,1552,1451,1363,88,80,0,0,0,8,0,0,0,0,0,0,0,0,0,19,0,82,2386,1667,1667,1587,80,0,719,61658,3071,2554,362,0,78,0,0,77,0,77,89,0.000338081,0.09446171
747,29,183,311909,2,2.91833E+11,Block Group 2,G5030,S,4004122,192730,38.7832595,-90.7830112,15000US291833119092,281,2579,37,47,7,8,71,70,2339,84,1224,1065,1039,26,10,0,16,0,0,5,0,0,5,0,0,0,9,0,0,0,145,1961,1273,1273,1258,15,0,688,99886,2624,2301,160,23,105,0,0,35,6,29,0,0.000435088,0.105998146
748,29,183,311732,1,2.91833E+11,Block Group 1,G5030,S,2388837,0,38.7700275,-90.7226271,15000US291833117321,164,2385,0,16,176,0,48,11,2134,16,1315,1219,1121,98,98,0,0,0,0,21,0,0,21,0,0,0,0,0,13,14,48,1841,1397,1397,1315,82,0,444,95446,2385,2144,136,0,56,0,0,49,0,49,0,0.000247611,0.079012027
749,29,183,312195,1,2.91833E+11,Block Group 1,G5030,S,3753834,0,38.8146495,-90.8621868,15000US291833121951,170,1796,262,64,37,149,277,38,969,326,731,659,551,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,53,1557,785,785,766,19,0,772,42212,1920,1618,216,0,9,0,0,77,0,77,146,0.000389337,0.11476276
750,29,183,312094,1,2.91833E+11,Block Group 1,G5030,S,9526588,0,38.8446203,-90.8455182,15000US291833120941,639,4543,258,170,36,62,81,13,3923,428,2304,2184,2018,166,149,17,0,0,0,0,0,0,0,0,0,0,0,0,10,39,71,3111,2394,2394,2342,52,0,717,82875,4543,3961,425,26,7,0,12,112,0,112,132,0.00098848,0.132056431
751,29,183,312193,1,2.91833E+11,Block Group 1,G5030,S,11701404,0,38.7845084,-90.8406678,15000US291833121931,473,7152,241,31,58,44,534,122,6122,272,3764,3596,3303,293,224,62,0,7,0,0,0,0,0,0,0,0,0,0,0,0,168,5096,3973,3973,3804,169,0,1123,94219,7189,6849,274,0,22,0,0,44,0,44,0,0.001213133,0.157293004
752,29,183,311712,1,2.91833E+11,Block Group 1,G5030,S,1684144,0,38.7908002,-90.7226398,15000US291833117121,146,1444,0,26,10,27,72,43,1266,26,842,772,737,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1313,866,866,842,24,0,447,54353,1451,1426,25,0,0,0,0,0,0,0,10,0.000174617,0.083684919
753,29,183,312097,1,2.91833E+11,Block Group 1,G5030,S,68421927,258613,38.8358538,-90.9259285,15000US291833120971,562,8315,128,167,83,70,202,103,7562,295,4475,4229,4039,190,190,0,0,0,0,15,0,0,15,0,0,0,0,0,0,2,229,6168,4614,4614,4506,108,0,1554,91607,8315,7988,128,0,86,0,9,104,68,36,118,0.007125116,0.407160427
754,29,183,311736,2,2.91833E+11,Block Group 2,G5030,S,3134746,0,38.7567501,-90.6685549,15000US291833117362,186,1868,0,0,0,0,123,0,1745,0,908,768,707,61,54,0,0,7,0,0,0,0,0,0,0,0,0,0,5,32,103,1438,957,957,957,0,0,481,104063,1868,1850,0,0,0,0,18,0,0,0,0,0.000324867,0.082947232
755,29,183,310100,3,2.91833E+11,Block Group 3,G5030,S,134857096,15495581,38.9085563,-90.4490045,15000US291833101003,215,1293,81,77,63,32,47,8,985,158,630,589,531,58,49,5,4,0,0,0,0,0,0,0,0,0,1,0,5,0,35,1081,671,671,638,33,0,410,68077,1298,1282,0,6,0,0,1,9,9,0,153,0.015613125,0.597421283
756,29,183,311148,3,2.91833E+11,Block Group 3,G5030,S,14785006,2768478,38.7012924,-90.5528704,15000US291833111483,73,619,8,0,0,0,0,18,593,8,297,282,270,12,12,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,8,526,344,344,314,30,0,182,87396,619,614,0,5,0,0,0,0,0,0,0,0.001817861,0.21236501
757,29,183,311103,1,2.91833E+11,Block Group 1,G5030,S,16932023,1256762,38.6993632,-90.6522727,15000US291833111031,258,3047,31,24,20,0,1,5,2966,55,1551,1271,1239,32,28,4,0,0,0,0,0,0,0,0,0,0,0,0,28,17,235,2623,1590,1590,1551,39,0,1033,157404,3047,3000,26,0,3,0,0,18,0,18,0,0.001883627,0.233962433
758,29,183,311145,3,2.91833E+11,Block Group 3,G5030,S,2343508,0,38.7346057,-90.5420296,15000US291833111453,172,1948,12,0,0,0,11,0,1925,12,1165,1033,1003,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1611,1260,1260,1201,59,0,351,103565,1948,1867,60,0,0,0,7,14,0,14,0,0.000242795,0.094820401
759,29,183,312206,2,2.91833E+11,Block Group 2,G5030,S,40699800,156954,38.73071,-90.8383789,15000US291833122062,264,1689,25,27,29,82,34,46,1446,52,960,819,737,82,71,11,0,0,0,0,0,0,0,0,0,0,0,0,2,28,111,1431,970,970,960,10,0,461,77404,1699,1672,10,0,17,0,0,0,0,0,116,0.004232638,0.323792477
760,29,183,311733,1,2.91833E+11,Block Group 1,G5030,S,2244470,0,38.7863257,-90.6888106,15000US291833117331,370,2364,24,129,64,65,91,0,1991,153,1281,1222,1092,130,122,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1853,1352,1345,1281,64,7,501,80096,2373,2163,86,5,25,0,68,26,0,26,5,0.000232699,0.071033856
761,29,183,311802,2,2.91833E+11,Block Group 2,G5030,S,7439750,0,38.8162386,-90.7271316,15000US291833118022,230,4014,176,0,98,45,162,13,3520,176,2130,1950,1807,143,81,47,0,0,15,0,0,0,0,0,0,0,34,0,4,0,142,3113,2207,2207,2141,66,0,906,82237,4050,3912,33,0,93,0,0,12,0,12,97,0.000771648,0.171917133
762,29,183,311153,1,2.91833E+11,Block Group 1,G5030,S,6370432,0,38.753036,-90.7455058,15000US291833111531,398,7174,56,27,225,0,55,204,6607,83,3789,3502,3398,104,51,27,26,0,0,0,0,0,0,0,0,0,0,0,8,18,261,5511,3873,3873,3798,75,0,1638,90469,7174,6148,426,0,533,0,13,54,0,54,0,0.000660163,0.121602682
763,29,183,310202,2,2.91833E+11,Block Group 2,G5030,S,2411681,0,38.8139221,-90.4830984,15000US291833102022,161,1744,375,56,48,32,90,0,1143,431,625,618,574,44,7,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1413,743,743,637,106,0,670,47358,1763,1700,63,0,0,0,0,0,0,0,58,0.000250131,0.079662616
764,29,183,311904,2,2.91833E+11,Block Group 2,G5030,S,5025069,0,38.7736457,-90.7531315,15000US291833119042,237,4347,44,282,50,145,40,25,3761,326,2152,1947,1838,109,109,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,192,3102,2279,2268,2190,78,11,823,108148,4347,3978,77,0,191,22,0,79,0,79,154,0.000520891,0.112878336
765,29,183,310100,2,2.91833E+11,Block Group 2,G5030,S,65955821,9196933,38.8639678,-90.3905435,15000US291833101002,209,504,26,34,11,16,19,3,395,60,233,221,212,9,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,9,409,248,248,236,12,0,161,57292,508,467,0,5,6,0,29,1,0,1,60,0.007800067,0.648564663
766,29,189,220802,4,2.91892E+11,Block Group 4,G5030,S,967307,0,38.5427627,-90.3739743,15000US291892208024,105,1617,43,69,0,23,52,45,1385,112,813,766,727,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1297,852,852,813,39,0,445,57656,1617,1470,14,0,38,0,0,95,0,95,35,1.00E-04,0.049473227
767,29,189,220803,1,2.91892E+11,Block Group 1,G5030,S,1167543,0,38.5507172,-90.3843172,15000US291892208031,155,1589,22,0,0,7,6,0,1554,22,901,831,739,92,64,28,0,0,0,7,7,0,0,0,0,16,0,0,21,0,26,1241,948,948,918,30,0,293,94375,1589,1421,122,0,43,0,0,3,0,3,0,0.000120655,0.044813683
768,29,189,220803,2,2.91892E+11,Block Group 2,G5030,S,1881792,0,38.5424866,-90.3890267,15000US291892208032,196,1909,47,0,8,64,92,16,1682,47,1008,927,851,76,65,11,0,0,0,17,17,0,0,0,0,0,0,0,12,0,52,1536,1047,1047,1032,15,0,489,79286,1925,1750,17,16,137,0,5,0,0,0,26,0.000194446,0.066377514
769,29,189,220803,3,2.91892E+11,Block Group 3,G5030,S,1415096,0,38.5508852,-90.3992416,15000US291892208033,116,1170,15,0,0,13,109,0,1033,15,629,593,563,30,30,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,27,995,629,629,629,0,0,366,78929,1195,1159,0,0,23,0,0,13,0,13,8,0.000146238,0.061911817
770,29,189,221900,1,2.91892E+11,Block Group 1,G5030,S,452819,0,38.5672477,-90.3738758,15000US291892219001,75,646,8,79,36,63,0,0,460,87,319,307,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,516,368,368,319,49,0,148,58542,646,638,8,0,0,0,0,0,0,0,28,4.68E-05,0.041173033
771,29,189,221900,3,2.91892E+11,Block Group 3,G5030,S,868770,0,38.561808,-90.37976,15000US291892219003,70,735,8,8,1,21,18,0,679,16,419,379,338,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,30,580,436,436,428,8,0,144,70089,736,694,0,0,0,0,0,42,0,42,23,8.98E-05,0.045103939
772,29,189,220602,2,2.91892E+11,Block Group 2,G5030,S,1128858,0,38.5130311,-90.3231231,15000US291892206022,96,1502,14,14,128,65,225,53,1003,28,677,581,531,50,31,19,0,0,0,14,14,0,0,0,0,58,0,0,0,0,24,1406,743,743,701,42,0,663,52538,1502,1425,63,0,0,0,0,14,0,14,0,0.000116598,0.047327615
773,29,189,220602,3,2.91892E+11,Block Group 3,G5030,S,1074586,0,38.5184605,-90.3268406,15000US291892206023,67,1116,15,141,25,53,50,61,771,156,583,525,474,51,35,16,0,0,0,48,48,0,0,0,0,0,0,0,0,0,10,1000,646,646,592,54,0,354,45494,1116,958,0,0,11,0,0,147,0,147,0,0.000111,0.074735445
774,29,189,220701,1,2.91892E+11,Block Group 1,G5030,S,1482356,0,38.543758,-90.3390381,15000US291892207011,439,1923,117,102,82,67,135,63,1357,219,1046,959,876,83,66,3,14,0,0,10,6,0,4,0,0,4,2,0,0,0,71,1539,1141,1141,1054,87,0,398,48375,1923,1840,16,0,18,0,18,31,0,31,59,0.000153175,0.048991962
775,29,189,220701,2,2.91892E+11,Block Group 2,G5030,S,1036788,0,38.5388772,-90.3475095,15000US291892207012,101,896,45,9,0,0,55,25,762,54,538,512,497,15,6,0,9,0,0,8,0,0,8,0,0,0,0,0,0,0,18,773,538,538,538,0,0,235,54009,896,847,0,0,21,0,0,28,0,28,0,0.000107126,0.041888131
776,29,189,220702,2,2.91892E+11,Block Group 2,G5030,S,818002,0,38.5348069,-90.3565956,15000US291892207022,174,1505,13,16,17,8,26,93,1332,29,745,654,603,51,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,14,77,1217,837,837,758,79,0,380,77554,1505,1437,0,0,37,0,0,31,0,31,9,8.45E-05,0.045807809
777,29,189,220702,3,2.91892E+11,Block Group 3,G5030,S,757696,0,38.5287072,-90.3543312,15000US291892207023,101,1085,31,46,43,10,48,22,885,77,550,518,513,5,0,0,5,0,0,10,10,0,0,0,0,0,0,0,9,13,0,983,561,556,545,11,5,422,47849,1085,1071,0,0,0,0,0,14,8,6,18,7.83E-05,0.04406622
778,29,189,221800,2,2.91892E+11,Block Group 2,G5030,S,471140,0,38.7496601,-90.3314132,15000US291892218002,48,1104,228,254,199,67,103,25,228,482,441,323,288,35,35,0,0,0,0,94,94,0,0,0,0,0,0,0,0,24,0,762,526,526,450,76,0,236,23417,1104,25,1079,0,0,0,0,0,0,0,14,4.88E-05,0.034943318
779,29,189,221800,3,2.91892E+11,Block Group 3,G5030,S,12886080,0,38.7455383,-90.3546934,15000US291892218003,87,705,37,84,127,34,168,28,227,121,294,269,196,73,65,0,0,8,0,12,11,0,1,0,0,0,0,0,4,9,0,568,318,318,294,24,0,250,28173,705,112,593,0,0,0,0,0,0,0,105,0.001335234,0.199043057
780,29,189,220441,2,2.91892E+11,Block Group 2,G5030,S,1408523,0,38.4841362,-90.3120768,15000US291892204412,149,2423,0,45,89,31,125,0,2133,45,1301,1263,1172,91,91,0,0,0,0,16,16,0,0,0,0,0,0,0,12,0,10,2163,1343,1343,1322,21,0,820,69420,2423,2333,33,0,57,0,0,0,0,0,147,0.000145426,0.05639072
781,29,189,220441,3,2.91892E+11,Block Group 3,G5030,S,1296962,0,38.4751307,-90.3127185,15000US291892204413,129,2518,76,0,32,31,88,202,2089,76,1436,1271,1212,59,59,0,0,0,0,0,0,0,0,0,0,54,0,0,57,0,54,2085,1441,1441,1441,0,0,644,49330,2518,2406,54,0,58,0,0,0,0,0,0,0.000133892,0.054134001
782,29,189,220442,1,2.91892E+11,Block Group 1,G5030,S,3733666,1045811,38.4819518,-90.2883629,15000US291892204421,241,2404,28,89,29,55,99,39,2065,117,1334,1307,1269,38,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1983,1384,1384,1352,32,0,599,66514,2404,2371,12,0,0,0,0,21,0,21,12,0.000493433,0.132125572
783,29,189,220442,2,2.91892E+11,Block Group 2,G5030,S,1881501,0,38.4759552,-90.2960671,15000US291892204422,227,2091,44,45,88,31,148,58,1677,89,997,966,834,132,125,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,30,1706,1091,1091,1031,60,0,615,61574,2091,2004,32,0,42,0,4,9,0,9,0,0.000194239,0.065808809
784,29,189,220501,1,2.91892E+11,Block Group 1,G5030,S,1182991,0,38.5160768,-90.3000915,15000US291892205011,118,2263,58,342,16,151,47,0,1649,400,1175,1051,937,114,55,59,0,0,0,16,16,0,0,0,0,0,0,0,0,0,108,1799,1328,1328,1220,108,0,471,65595,2263,2085,129,0,0,0,20,29,0,29,93,0.000122195,0.050871082
785,29,189,220601,2,2.91892E+11,Block Group 2,G5030,S,1669136,0,38.5234703,-90.3422688,15000US291892206012,425,2427,33,35,96,76,110,132,1945,68,1149,1130,1063,67,58,1,4,0,4,6,6,0,0,0,0,0,0,0,6,0,7,2162,1274,1274,1193,81,0,888,51281,2619,2419,95,4,42,0,14,45,19,26,81,0.000172427,0.070584677
786,29,189,220601,3,2.91892E+11,Block Group 3,G5030,S,2514767,0,38.5323385,-90.3325437,15000US291892206013,132,2010,36,29,14,34,15,51,1831,65,1076,975,882,93,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1741,1115,1115,1076,39,0,626,92639,2010,1953,0,0,16,0,41,0,0,0,48,0.000259815,0.06891697
787,29,189,220602,1,2.91892E+11,Block Group 1,G5030,S,2016775,0,38.5235057,-90.3102804,15000US291892206021,174,3253,146,334,45,157,237,188,2146,480,1656,1587,1472,115,101,14,0,0,0,0,0,0,0,0,0,57,0,0,0,0,12,2723,1783,1783,1686,97,0,940,50399,3253,3105,0,0,148,0,0,0,0,0,40,0.00020834,0.058487963
788,29,510,110200,2,2.95101E+11,Block Group 2,G5030,S,294837,0,38.6714272,-90.2242501,15000US295101102002,58,716,67,131,75,17,214,7,205,198,222,149,122,27,27,0,0,0,0,57,57,0,0,0,0,0,0,0,0,16,0,629,307,307,222,85,0,322,18250,716,0,700,0,16,0,0,0,0,0,176,3.05E-05,0.027831342
789,29,189,220501,2,2.91892E+11,Block Group 2,G5030,S,1168125,0,38.5222845,-90.2918244,15000US291892205012,120,2112,43,119,156,161,126,56,1451,162,1007,878,825,53,36,0,17,0,0,14,14,0,0,0,0,0,0,0,0,0,115,1723,1020,1020,1007,13,0,703,42208,2112,1919,42,0,0,0,0,151,24,127,0,0.000120669,0.043406937
790,29,189,220501,3,2.91892E+11,Block Group 3,G5030,S,509517,0,38.5210175,-90.2829277,15000US291892205013,84,1374,13,66,51,46,132,45,1021,79,844,710,584,126,114,12,0,0,0,0,0,0,0,0,0,0,0,23,0,13,98,1245,870,870,844,26,0,375,61513,1374,1374,0,0,0,0,0,0,0,0,50,5.26E-05,0.029832899
791,29,189,220501,4,2.91892E+11,Block Group 4,G5030,S,234073,0,38.5155441,-90.2875958,15000US291892205014,39,769,0,0,135,26,0,72,536,0,348,348,291,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,356,356,348,8,0,180,40417,769,735,0,0,34,0,0,0,0,0,48,2.42E-05,0.0211263
792,29,189,220502,2,2.91892E+11,Block Group 2,G5030,S,777453,0,38.5119493,-90.3120806,15000US291892205022,38,813,2,2,0,1,0,39,769,4,539,530,510,20,20,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,717,539,539,539,0,0,178,92563,813,668,35,110,0,0,0,0,0,0,57,8.03E-05,0.041069322
793,29,189,220502,3,2.91892E+11,Block Group 3,G5030,S,787282,0,38.5073073,-90.3049495,15000US291892205023,70,1460,0,0,15,0,138,360,947,0,537,537,516,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,595,595,577,18,0,536,56477,1460,1460,0,0,0,0,0,0,0,0,28,8.13E-05,0.041020081
794,29,189,216900,1,2.91892E+11,Block Group 1,G5030,S,309298,0,38.6156785,-90.3199519,15000US291892169001,69,841,18,0,15,125,73,19,591,18,547,520,505,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,779,593,593,547,46,0,186,48875,841,781,60,0,0,0,0,0,0,0,24,3.20E-05,0.023103267
795,29,189,221000,1,2.91892E+11,Block Group 1,G5030,S,747624,0,38.5640165,-90.4013308,15000US291892210001,72,970,40,19,199,168,27,54,463,59,432,424,395,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,666,501,501,432,69,0,165,39362,970,347,521,0,27,0,0,75,0,75,71,7.73E-05,0.037763706
796,29,189,221000,2,2.91892E+11,Block Group 2,G5030,S,739330,0,38.5641504,-90.3921358,15000US291892210002,57,627,25,0,8,5,0,7,582,25,358,358,317,41,30,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,389,389,358,31,0,167,86639,627,579,6,11,31,0,0,0,0,0,0,7.64E-05,0.069698161
797,29,189,221000,3,2.91892E+11,Block Group 3,G5030,S,310380,0,38.5616733,-90.3924105,15000US291892210003,58,545,8,0,14,60,0,0,463,8,235,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,463,264,264,264,0,0,199,53029,545,482,11,0,16,0,0,36,0,36,0,3.21E-05,0.030212138
798,29,189,221000,4,2.91892E+11,Block Group 4,G5030,S,667930,0,38.5579015,-90.3951918,15000US291892210004,78,942,0,150,0,33,133,0,626,150,503,503,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,546,546,527,19,0,130,53973,942,843,17,0,0,0,62,20,0,20,15,6.90E-05,0.053468259
799,29,189,221900,2,2.91892E+11,Block Group 2,G5030,S,549922,0,38.5686873,-90.3808899,15000US291892219002,94,804,32,6,8,7,0,25,726,38,493,446,429,17,9,8,0,0,0,9,0,0,9,0,0,0,0,0,0,0,38,684,519,519,510,9,0,165,79620,811,767,0,0,0,0,12,32,16,16,21,5.68E-05,0.036832724
